2026/01/26 20:55:12 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:13 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:14 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:15 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:17 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:19 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:23 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:30 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:44 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:56:11 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:04 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:22 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:23 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:24 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:25 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:26 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:28 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:51 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:53 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:55 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:56 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:58 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:55:00 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/10 16:41:19 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:41:34 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:41:55 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:42:29 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:43:28 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:44:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:45:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:46:49 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:47:57 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:49:04 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:50:11 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:51:18 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:52:25 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:53:32 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:54:39 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:55:46 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:57:00 [warn] 1#1: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 16:57:00 [notice] 1#1: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 16:57:00 [notice] 1#1: libmodsecurity3 version 3.0.14
2026/02/10 16:56:53 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:58:00 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 16:59:07 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:00:14 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:00:36 [error] 499#499: *11 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin' against variable `REQUEST_URI' (Value: `/login.php/admin' ) [file "/opt/custom-rules/custom-100002.conf"] [line "2"] [id "100002"] [rev ""] [msg "Path Traversal"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/admin"] [unique_id "177071763615.008893"] [ref "o11,5v4,16"], client: 172.18.0.1, server: _, request: "GET /login.php/admin HTTP/1.1", host: "localhost:8080"
2026/02/10 17:01:20 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:02:28 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:03:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:04:15 [error] 501#501: *27 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin' against variable `REQUEST_URI' (Value: `/login.php/admin' ) [file "/opt/custom-rules/custom-100002.conf"] [line "2"] [id "100002"] [rev ""] [msg "Path Traversal"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/admin"] [unique_id "177071785588.720641"] [ref "o11,5v4,16"], client: 172.18.0.1, server: _, request: "GET /login.php/admin HTTP/1.1", host: "localhost:8080"
2026/02/10 17:04:16 [error] 501#501: *27 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin' against variable `REQUEST_URI' (Value: `/login.php/admin' ) [file "/opt/custom-rules/custom-100002.conf"] [line "2"] [id "100002"] [rev ""] [msg "Path Traversal"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/admin"] [unique_id "177071785652.018542"] [ref "o11,5v4,16"], client: 172.18.0.1, server: _, request: "GET /login.php/admin HTTP/1.1", host: "localhost:8080"
2026/02/10 17:04:26 [warn] 686#686: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 17:04:26 [notice] 686#686: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/928/0)
2026/02/10 17:04:26 [notice] 686#686: libmodsecurity3 version 3.0.14
2026/02/10 17:04:26 [notice] 686#686: signal process started
2026/02/10 17:04:47 [error] 689#689: *36 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 1). Matched "Operator `Contains' with parameter `testattack' against variable `REQUEST_URI' (Value: `/login.php/testattack' ) [file "/opt/custom-rules/custom-100001.conf"] [line "2"] [id "1000001"] [rev ""] [msg "Custom Rule: Block testattack keyword"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/testattack"] [unique_id "177071788718.500106"] [ref "o11,10v4,21"], client: 172.18.0.1, server: _, request: "GET /login.php/testattack HTTP/1.1", host: "localhost:8080"
2026/02/10 17:04:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:05:48 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:06:55 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:08:02 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:09:09 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:10:15 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:11:22 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:12:29 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:13:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:14:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:15:49 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:16:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:18:01 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:19:08 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:20:15 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:21:21 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:22:29 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:23:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:24:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:25:49 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:26:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:28:03 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:28:33 [emerg] 1239#1239: "modsecurity_rules_file" directive Rules error. File: /opt/custom-rules/custom-100002.conf. Line: 8. Column: 16. Expecting an action, got:  severity:HIGH,\ in /etc/nginx/conf.d/modsecurity.conf:2
2026/02/10 17:29:09 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:30:16 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:31:24 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:32:29 [emerg] 1334#1334: "modsecurity_rules_file" directive Rules error. File: /opt/custom-rules/custom-100002.conf. Line: 3. Column: 74. Expecting an action, got:  severity:HIGH,log,msg:'Path Traversal'" in /etc/nginx/conf.d/modsecurity.conf:2
2026/02/10 17:32:32 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:33:14 [warn] 1362#1362: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 17:33:14 [notice] 1362#1362: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 17:33:14 [notice] 1362#1362: libmodsecurity3 version 3.0.14
2026/02/10 17:33:15 [warn] 1368#1368: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 17:33:15 [notice] 1368#1368: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 17:33:15 [notice] 1368#1368: libmodsecurity3 version 3.0.14
2026/02/10 17:33:15 [notice] 1368#1368: signal process started
2026/02/10 17:33:27 [error] 1374#1374: *110 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin' against variable `REQUEST_URI' (Value: `/login.php/admin' ) [file "/opt/custom-rules/custom-100003.conf"] [line "2"] [id "100003"] [rev ""] [msg "Test"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/admin"] [unique_id "177071960752.156727"] [ref "o11,5v4,16"], client: 172.18.0.1, server: _, request: "GET /login.php/admin HTTP/1.1", host: "localhost:8080"
2026/02/10 17:33:40 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:34:48 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:35:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:05 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:14 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:23 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:32 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:37:52 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:38:03 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:38:18 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:38:40 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:39:13 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:40:12 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:41:20 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:42:28 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:43:36 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:44:45 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:45:53 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:47:01 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:48:10 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:49:18 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:50:26 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:51:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 17:52:43 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:53:46 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:54:55 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:56:04 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:57:13 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:58:21 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 18:59:29 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:00:37 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:01:45 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:02:54 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:04:02 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:05:10 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:06:18 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:07:27 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:08:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:09:43 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:10:51 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:11:59 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:13:08 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:14:16 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:15:25 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:16:33 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:17:41 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:18:50 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:19:58 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:21:06 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:22:15 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:23:23 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:24:32 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:25:40 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:26:49 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:27:57 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:29:05 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:30:13 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:31:22 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:32:31 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:33:39 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:34:47 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:35:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:37:04 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:38:12 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:39:20 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:40:29 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:41:37 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:42:45 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:43:54 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:45:02 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:46:10 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:47:18 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:48:27 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:49:35 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:50:44 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:51:52 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:53:01 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:54:09 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:55:17 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:56:29 [warn] 3233#3233: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 19:56:29 [notice] 3233#3233: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/930/0)
2026/02/10 19:56:29 [notice] 3233#3233: libmodsecurity3 version 3.0.14
2026/02/10 19:56:30 [warn] 3239#3239: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 19:56:30 [notice] 3239#3239: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/930/0)
2026/02/10 19:56:30 [notice] 3239#3239: libmodsecurity3 version 3.0.14
2026/02/10 19:56:30 [notice] 3239#3239: signal process started
2026/02/10 19:56:26 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:57:34 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:58:42 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 19:59:50 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:00:59 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:02:07 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:03:15 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:04:24 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:05:32 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:06:40 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:07:49 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:08:57 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:10:05 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:11:13 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:12:22 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:13:30 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:14:38 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:15:46 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:16:55 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:18:03 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:19:11 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:20:19 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:21:28 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:22:36 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:23:44 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:24:52 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:26:01 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:26:31 [warn] 3916#3916: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:26:31 [notice] 3916#3916: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:26:31 [notice] 3916#3916: libmodsecurity3 version 3.0.14
2026/02/10 20:26:31 [warn] 3922#3922: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:26:31 [notice] 3922#3922: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:26:31 [notice] 3922#3922: libmodsecurity3 version 3.0.14
2026/02/10 20:26:31 [notice] 3922#3922: signal process started
2026/02/10 20:27:09 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:28:15 [warn] 3981#3981: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:28:15 [notice] 3981#3981: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/930/0)
2026/02/10 20:28:15 [notice] 3981#3981: libmodsecurity3 version 3.0.14
